id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
1506041,Berbak,Berbak,berbak-1506041,1506041,6,-1.223,104.176
1506020,Dendang,Dendang,dendang-1506020,1506020,7,-1.238,103.934
1506012,Geragai,Geragai,geragai-1506012,1506012,9,-1.218,103.672
1506033,Kuala Jambi,Kuala Jambi,kuala-jambi-1506033,1506033,6,-1.055,103.789
1506010,Mendahara,Mendahara,mendahara-1506010,1506010,9,-0.999,103.597
1506011,Mendahara Ulu,Mendahara Ulu,mendahara-ulu-1506011,1506011,7,-1.202,103.497
1506031,Muara Sabak Barat,Muara Sabak Barat,muara-sabak-barat-1506031,1506031,7,-1.22,103.816
1506032,Muara Sabak Timur,Muara Sabak Timur,muara-sabak-timur-1506032,1506032,12,-1.075,103.936
1506050,Nipah Panjang,Nipah Panjang,nipah-panjang-1506050,1506050,10,-1.084,104.187
1506040,Rantau Rasau,Rantau Rasau,rantau-rasau-1506040,1506040,11,-1.163,104.089
1506060,Sadu,Sadu,sadu-1506060,1506060,9,-1.266,104.395
