id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
1509021,Bathin Ii Babeko,Bathin Ii Babeko,bathin-ii-babeko-1509021,1509021,6,-1.516,102.235
1509052,Bathin Ii Pelayang,Bathin Ii Pelayang,bathin-ii-pelayang-1509052,1509052,5,-1.425,101.791
1509025,Bathin Iii,Bathin Iii,bathin-iii-1509025,1509025,8,-1.442,102.094
1509032,Bathin Iii Ulu,Bathin Iii Ulu,bathin-iii-ulu-1509032,1509032,9,-1.701,101.838
1509023,Bungo Dani,Bungo Dani,bungo-dani-1509023,1509023,5,-1.501,102.079
1509060,Jujuhan,Jujuhan,jujuhan-1509060,1509060,10,-1.318,101.788
1509061,Jujuhan Ilir,Jujuhan Ilir,jujuhan-ilir-1509061,1509061,7,-1.211,101.898
1509051,Limbur Lubuk Mengkuang,Limbur Lubuk Mengkuang,limbur-lubuk-mengkuang-1509051,1509051,14,-1.665,101.64
1509031,Muko-muko Bathin Vii,Muko-muko Bathin Vii,muko-muko-bathin-vii-1509031,1509031,9,-1.534,101.974
1509024,Pasar Muara Bungo,Pasar Muara Bungo,pasar-muara-bungo-1509024,1509024,5,-1.491,102.129
1509010,Pelepat,Pelepat,pelepat-1509010,1509010,15,-1.74,101.996
1509011,Pelepat Ilir,Pelepat Ilir,pelepat-ilir-1509011,1509011,17,-1.633,102.338
1509030,Rantau Pandan,Rantau Pandan,rantau-pandan-1509030,1509030,6,-1.658,101.929
1509022,Rimbo Tengah,Rimbo Tengah,rimbo-tengah-1509022,1509022,4,-1.538,102.132
1509040,Tanah Sepenggal,Tanah Sepenggal,tanah-sepenggal-1509040,1509040,10,-1.453,101.965
1509041,Tanah Sepenggal Lintas,Tanah Sepenggal Lintas,tanah-sepenggal-lintas-1509041,1509041,12,-1.387,101.963
1509050,Tanah Tumbuh,Tanah Tumbuh,tanah-tumbuh-1509050,1509050,11,-1.459,101.889
