id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
9103040,Duairi,Duairi,duairi-9103040,9103040,4,-2.534,134.536
9103022,Kuri Wamesa,Kuri Wamesa,kuri-wamesa-9103022,9103022,5,-2.773,134.294
9103010,Naikere,Naikere,naikere-9103010,9103010,6,-3.241,134.466
9103051,Nikiwar,Nikiwar,nikiwar-9103051,9103051,5,-2.422,134.134
9103021,Rasiey,Rasiey,rasiey-9103021,9103021,9,-2.87,134.562
9103041,Roon,Roon,roon-9103041,9103041,6,-2.21,134.616
9103061,Roswar,Roswar,roswar-9103061,9103061,4,-2.079,134.361
9103070,Rumberpon,Rumberpon,rumberpon-9103070,9103070,7,-1.842,134.186
9103071,Soug Jaya,Soug Jaya,soug-jaya-9103071,9103071,5,-1.886,134.078
9103060,Wamesa,Wamesa,wamesa-9103060,9103060,4,-2.144,134.09
9103030,Wasior,Wasior,wasior-9103030,9103030,10,-2.693,134.551
9103050,Windesi,Windesi,windesi-9103050,9103050,5,-2.517,134.235
9103020,Wondiboy,Wondiboy,wondiboy-9103020,9103020,4,-2.795,134.577
