id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
6504020,Krayan,Krayan,krayan-6504020,6504020,22,4.027,115.856
6504022,Krayan Barat,Krayan Barat,krayan-barat-6504022,6504022,22,3.961,115.756
6504010,Krayan Selatan,Krayan Selatan,krayan-selatan-6504010,6504010,13,3.709,115.775
6504011,Krayan Tengah,Krayan Tengah,krayan-tengah-6504011,6504011,11,3.86,115.905
6504021,Krayan Timur,Krayan Timur,krayan-timur-6504021,6504021,17,-0.467,117.156
6504040,Lumbis,Lumbis,lumbis-6504040,6504040,27,3.802,116.58
6504030,Lumbis Ogong,Lumbis Ogong,lumbis-ogong-6504030,6504030,48,4.157,116.384
6504100,Nunukan,Nunukan,nunukan-6504100,6504100,5,4.096,117.43
6504110,Nunukan Selatan,Nunukan Selatan,nunukan-selatan-6504110,6504110,4,4.041,117.697
6504130,Sebatik,Sebatik,sebatik-6504130,6504130,4,4.062,117.877
6504120,Sebatik Barat,Sebatik Barat,sebatik-barat-6504120,6504120,4,4.112,117.766
6504150,Sebatik Tengah,Sebatik Tengah,sebatik-tengah-6504150,6504150,4,4.136,117.818
6504140,Sebatik Timur,Sebatik Timur,sebatik-timur-6504140,6504140,4,4.114,117.88
6504160,Sebatik Utara,Sebatik Utara,sebatik-utara-6504160,6504160,3,4.152,117.883
6504070,Sebuku,Sebuku,sebuku-6504070,6504070,9,4.021,117.042
6504090,Sei Menggaris,Sei Menggaris,sei-menggaris-6504090,6504090,4,4.219,117.32
6504060,Sembakung,Sembakung,sembakung-6504060,6504060,9,3.779,117.407
6504050,Sembakung Atulai,Sembakung Atulai,sembakung-atulai-6504050,6504050,10,3.82,116.886
6504080,Tulin Onsoi,Tulin Onsoi,tulin-onsoi-6504080,6504080,12,4.156,116.908
