id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
7204060,Lage,Lage,lage-7204060,7204060,15,-1.499,120.822
7204021,Lore Barat,Lore Barat,lore-barat-7204021,7204021,6,-1.871,120.199
7204043,Lore Peore,Lore Peore,lore-peore-7204043,7204043,4,-1.561,120.3
7204020,Lore Selatan,Lore Selatan,lore-selatan-7204020,7204020,7,-1.907,120.3
7204041,Lore Tengah,Lore Tengah,lore-tengah-7204041,7204041,7,-1.651,120.295
7204042,Lore Timur,Lore Timur,lore-timur-7204042,7204042,5,-1.441,120.402
7204040,Lore Utara,Lore Utara,lore-utara-7204040,7204040,7,-1.338,120.291
7204011,Pamona Barat,Pamona Barat,pamona-barat-7204011,7204011,6,-1.923,120.523
7204030,Pamona Pusalemba,Pamona Pusalemba,pamona-pusalemba-7204030,7204030,11,-1.787,120.609
7204010,Pamona Selatan,Pamona Selatan,pamona-selatan-7204010,7204010,11,-2.111,120.676
7204012,Pamona Tenggara,Pamona Tenggara,pamona-tenggara-7204012,7204012,9,-2.032,120.767
7204031,Pamona Timur,Pamona Timur,pamona-timur-7204031,7204031,13,-1.867,120.807
7204032,Pamona Utara,Pamona Utara,pamona-utara-7204032,7204032,9,-1.685,120.737
7204070,Poso Kota,Poso Kota,poso-kota-7204070,7204070,7,-1.397,120.735
7204072,Poso Kota Selatan,Poso Kota Selatan,poso-kota-selatan-7204072,7204072,5,-1.408,120.757
7204071,Poso Kota Utara,Poso Kota Utara,poso-kota-utara-7204071,7204071,7,-1.371,120.794
7204050,Poso Pesisir,Poso Pesisir,poso-pesisir-7204050,7204050,16,-1.368,120.569
7204051,Poso Pesisir Selatan,Poso Pesisir Selatan,poso-pesisir-selatan-7204051,7204051,9,-1.528,120.585
7204052,Poso Pesisir Utara,Poso Pesisir Utara,poso-pesisir-utara-7204052,7204052,9,-1.23,120.465
