id,name.local,name.en,name.slug,code.id,children_count.district,children_count.village,geo.lat,geo.lon
1307,Kabupaten Agam,Agam,agam-1307,1307,16,82,-0.152,100.661
1375,Kota Bukittinggi,Bukittinggi,bukittinggi-1375,1375,3,24,-0.285,100.368
1311,Kabupaten Dharmasraya,Dharmasraya,dharmasraya-1311,1311,11,52,-1.556,101.24
1301,Kabupaten Kepulauan Mentawai,Kepulauan Mentawai,kepulauan-mentawai-1301,1301,10,43,-1.348,100.578
1308,Kabupaten Lima Puluh Kota,Lima Puluh Kota,lima-puluh-kota-1308,1308,13,79,0.14,100.167
1371,Kota Padang,Padang,padang-1371,1371,11,104,-0.876,100.387
1374,Kota Padang Panjang,Padang Panjang,padang-panjang-1374,1374,2,16,-0.462,100.39
1306,Kabupaten Padang Pariaman,Padang Pariaman,padang-pariaman-1306,1306,17,103,-0.315,100.03
1377,Kota Pariaman,Pariaman,pariaman-1377,1377,4,71,-0.629,100.138
1309,Kabupaten Pasaman,Pasaman,pasaman-1309,1309,12,37,-2.054,99.58
1312,Kabupaten Pasaman Barat,Pasaman Barat,pasaman-barat-1312,1312,11,19,0.11,99.828
1376,Kota Payakumbuh,Payakumbuh,payakumbuh-1376,1376,5,48,-0.223,100.632
1302,Kabupaten Pesisir Selatan,Pesisir Selatan,pesisir-selatan-1302,1302,15,182,-0.952,100.621
1373,Kota Sawah Lunto,Sawah Lunto,sawah-lunto-1373,1373,4,37,-0.675,100.768
1304,Kabupaten Sijunjung,Sijunjung,sijunjung-1304,1304,8,62,-0.474,100.623
1303,Kabupaten Solok,Solok,solok-1303,1303,14,74,-0.666,100.945
1372,Kota Solok,Solok,solok-1372,1372,2,13,-0.799,100.653
1310,Kabupaten Solok Selatan,Solok Selatan,solok-selatan-1310,1310,7,39,-0.953,101.494
1305,Kabupaten Tanah Datar,Tanah Datar,tanah-datar-1305,1305,14,75,-0.621,100.307
