id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
3217070,Batujajar,Batujajar,batujajar-3217070,3217070,7,-6.91,107.481
3217050,Cihampelas,Cihampelas,cihampelas-3217050,3217050,10,-6.944,107.469
3217140,Cikalong Wetan,Cikalong Wetan,cikalong-wetan-3217140,3217140,12,-6.739,107.46
3217040,Cililin,Cililin,cililin-3217040,3217040,11,-6.985,107.433
3217080,Cipatat,Cipatat,cipatat-3217080,3217080,12,-6.829,107.385
3217150,Cipeundeuy,Cipeundeuy,cipeundeuy-3217150,3217150,12,-6.756,107.352
3217060,Cipongkor,Cipongkor,cipongkor-3217060,3217060,14,-6.942,107.361
3217130,Cisarua,Cisarua,cisarua-3217130,3217130,8,-6.813,107.524
3217020,Gununghalu,Gununghalu,gununghalu-3217020,3217020,9,-7.046,107.277
3217120,Lembang,Lembang,lembang-3217120,3217120,16,-6.809,107.658
3217100,Ngamprah,Ngamprah,ngamprah-3217100,3217100,11,-6.834,107.513
3217090,Padalarang,Padalarang,padalarang-3217090,3217090,10,-6.84,107.48
3217110,Parongpong,Parongpong,parongpong-3217110,3217110,7,-6.805,107.583
3217010,Rongga,Rongga,rongga-3217010,3217010,8,-6.964,107.254
3217071,Saguling,Saguling,saguling-3217071,3217071,6,-6.889,107.403
3217030,Sindangkerta,Sindangkerta,sindangkerta-3217030,3217030,11,-7.043,107.412
