id,name.local,name.en,name.slug,code.id,children_count.district,children_count.village,geo.lat,geo.lon
5206,Kabupaten Bima,Bima,bima-5206,5206,18,178,-8.557,118.67
5272,Kota Bima,Bima,bima-5272,5272,5,37,-8.462,118.749
5205,Kabupaten Dompu,Dompu,dompu-5205,5205,8,77,-8.534,118.465
5201,Kabupaten Lombok Barat,Lombok Barat,lombok-barat-5201,5201,10,113,-8.681,116.137
5202,Kabupaten Lombok Tengah,Lombok Tengah,lombok-tengah-5202,5202,12,123,-8.706,116.27
5203,Kabupaten Lombok Timur,Lombok Timur,lombok-timur-5203,5203,20,242,-8.651,116.53
5208,Kabupaten Lombok Utara,Lombok Utara,lombok-utara-5208,5208,5,30,-8.356,116.159
5271,Kota Mataram,Mataram,mataram-5271,5271,6,49,-8.583,116.108
5204,Kabupaten Sumbawa,Sumbawa,sumbawa-5204,5204,24,151,-8.49,117.42
5207,Kabupaten Sumbawa Barat,Sumbawa Barat,sumbawa-barat-5207,5207,8,62,-8.754,116.854
