id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
1212090,Bangun Purba,Bangun Purba,bangun-purba-1212090,1212090,24,3.371,98.812
1212270,Batang Kuis,Batang Kuis,batang-kuis-1212270,1212270,11,3.629,98.817
1212290,Beringin,Beringin,beringin-1212290,1212290,11,3.624,98.877
1212070,Biru-biru,Biru-biru,biru-biru-1212070,1212070,17,3.385,98.658
1212220,Deli Tua,Deli Tua,deli-tua-1212220,1212220,6,3.5,98.69
1212190,Galang,Galang,galang-1212190,1212190,29,3.425,98.873
1212010,Gunung Meriah,Gunung Meriah,gunung-meriah-1212010,1212010,12,3.126,98.666
1212240,Hamparan Perak,Hamparan Perak,hamparan-perak-1212240,1212240,20,3.777,98.606
1212040,Kutalimbaru,Kutalimbaru,kutalimbaru-1212040,1212040,14,3.399,98.512
1212250,Labuhan Deli,Labuhan Deli,labuhan-deli-1212250,1212250,5,3.777,98.675
1212300,Lubuk Pakam,Lubuk Pakam,lubuk-pakam-1212300,1212300,13,3.568,98.885
1212060,Namo Rambe,Namo Rambe,namo-rambe-1212060,1212060,36,3.446,98.633
1212310,Pagar Merbau,Pagar Merbau,pagar-merbau-1212310,1212310,16,3.565,98.895
1212050,Pancur Batu,Pancur Batu,pancur-batu-1212050,1212050,25,3.487,98.581
1212280,Pantai Labu,Pantai Labu,pantai-labu-1212280,1212280,19,3.668,98.876
1212210,Patumbak,Patumbak,patumbak-1212210,1212210,8,3.486,98.723
1212260,Percut Sei Tuan,Percut Sei Tuan,percut-sei-tuan-1212260,1212260,20,3.651,98.742
1212030,Sibolangit,Sibolangit,sibolangit-1212030,1212030,30,3.309,98.551
1212080,Sinembah Tanjung Muda Hilir,Sinembah Tanjung Muda Hilir,sinembah-tanjung-muda-hilir-1212080,1212080,15,3.375,98.715
1212020,Sinembah Tanjung Muda Hulu,Sinembah Tanjung Muda Hulu,sinembah-tanjung-muda-hulu-1212020,1212020,20,3.252,98.697
1212230,Sunggal,Sunggal,sunggal-1212230,1212230,17,3.602,98.589
1212200,Tanjung Morawa,Tanjung Morawa,tanjung-morawa-1212200,1212200,26,3.529,98.805
