id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
1202010,Batahan,Batahan,batahan-1202010,1202010,18,0.367,99.236
1202020,Batang Natal,Batang Natal,batang-natal-1202020,1202020,31,0.664,99.434
1202081,Bukit Malintang,Bukit Malintang,bukit-malintang-1202081,1202081,11,0.98,99.538
1202055,Huta Bargot,Huta Bargot,huta-bargot-1202055,1202055,14,0.875,99.457
1202030,Kotanopan,Kotanopan,kotanopan-1202030,1202030,36,0.616,99.723
1202033,Lembah Sorik Marapi,Lembah Sorik Marapi,lembah-sorik-marapi-1202033,1202033,9,0.741,99.602
1202021,Lingga Bayu,Lingga Bayu,lingga-bayu-1202021,1202021,19,0.594,99.28
1202070,Muara Batang Gadis,Muara Batang Gadis,muara-batang-gadis-1202070,1202070,17,1.069,99.116
1202040,Muara Sipongi,Muara Sipongi,muara-sipongi-1202040,1202040,16,0.616,99.889
1202082,Naga Juang,Naga Juang,naga-juang-1202082,1202082,7,0.927,99.446
1202060,Natal,Natal,natal-1202060,1202060,30,0.687,99.22
1202041,Pakantan,Pakantan,pakantan-1202041,1202041,8,0.525,99.895
1202050,Panyabungan,Panyabungan,panyabungan-1202050,1202050,39,0.848,99.626
1202052,Panyabungan Barat,Panyabungan Barat,panyabungan-barat-1202052,1202052,10,0.817,99.496
1202051,Panyabungan Selatan,Panyabungan Selatan,panyabungan-selatan-1202051,1202051,11,0.749,99.532
1202054,Panyabungan Timur,Panyabungan Timur,panyabungan-timur-1202054,1202054,15,0.795,99.717
1202053,Panyabungan Utara,Panyabungan Utara,panyabungan-utara-1202053,1202053,12,0.932,99.557
1202034,Puncak Sorik Marapi,Puncak Sorik Marapi,puncak-sorik-marapi-1202034,1202034,11,0.688,99.576
1202022,Ranto Baek,Ranto Baek,ranto-baek-1202022,1202022,18,0.517,99.373
1202080,Siabu,Siabu,siabu-1202080,1202080,28,1.034,99.447
1202011,Sinunukan,Sinunukan,sinunukan-1202011,1202011,14,0.473,99.266
1202032,Tambangan,Tambangan,tambangan-1202032,1202032,20,0.689,99.655
1202031,Ulu Pungkut,Ulu Pungkut,ulu-pungkut-1202031,1202031,13,0.535,99.781
