id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
3317020,Bulu,Bulu,bulu-3317020,3317020,14,-6.853,111.375
3317030,Gunem,Gunem,gunem-3317030,3317030,14,-6.845,111.478
3317090,Kaliori,Kaliori,kaliori-3317090,3317090,22,-6.697,111.285
3317120,Kragan,Kragan,kragan-3317120,3317120,26,-6.691,111.579
3317140,Lasem,Lasem,lasem-3317140,3317140,20,-6.682,111.465
3317070,Pamotan,Pamotan,pamotan-3317070,3317070,22,-6.771,111.464
3317110,Pancur,Pancur,pancur-3317110,3317110,20,-6.724,111.473
3317100,Rembang,Rembang,rembang-3317100,3317100,31,-6.719,111.369
3317040,Sale,Sale,sale-3317040,3317040,13,-6.858,111.555
3317050,Sarang,Sarang,sarang-3317050,3317050,23,-6.769,111.638
3317060,Sedan,Sedan,sedan-3317060,3317060,21,-6.755,111.559
3317130,Sluke,Sluke,sluke-3317130,3317130,13,-6.654,111.514
3317080,Sulang,Sulang,sulang-3317080,3317080,17,-6.788,111.363
3317010,Sumber,Sumber,sumber-3317010,3317010,15,-6.804,111.283
