id,name.local,name.en,name.slug,code.id,children_count.district,children_count.village,geo.lat,geo.lon
9415,Kabupaten Asmat,Asmat,asmat-9415,9415,23,206,-5.057,138.399
9409,Kabupaten Biak Numfor,Biak Numfor,biak-numfor-9409,9409,19,256,-1.038,135.98
9413,Kabupaten Boven Digoel,Boven Digoel,boven-digoel-9413,9413,20,105,-5.74,140.348
9436,Kabupaten Deiyai,Deiyai,deiyai-9436,9436,5,64,-4.097,136.439
9434,Kabupaten Dogiyai,Dogiyai,dogiyai-9434,9434,10,75,-4.045,135.676
9435,Kabupaten Intan Jaya,Intan Jaya,intan-jaya-9435,9435,6,77,-3.508,136.748
9403,Kabupaten Jayapura,Jayapura,jayapura-9403,9403,19,136,-3.941,136.422
9471,Kota Jayapura,Jayapura,jayapura-9471,9471,5,37,-2.592,140.669
9402,Kabupaten Jayawijaya,Jayawijaya,jayawijaya-9402,9402,39,324,-3.716,137.988
9420,Kabupaten Keerom,Keerom,keerom-9420,9420,11,72,-3.345,140.762
9408,Kabupaten Kepulauan Yapen,Kepulauan Yapen,kepulauan-yapen-9408,9408,16,161,-4.032,136.299
9430,Kabupaten Lanny Jaya,Lanny Jaya,lanny-jaya-9430,9430,37,287,-3.971,138.319
9428,Kabupaten Mamberamo Raya,Mamberamo Raya,mamberamo-raya-9428,9428,9,55,-2.533,137.764
9431,Kabupaten Mamberamo Tengah,Mamberamo Tengah,mamberamo-tengah-9431,9431,5,54,-2.375,138.319
9414,Kabupaten Mappi,Mappi,mappi-9414,9414,15,149,-6.761,139.691
9401,Kabupaten Merauke,Merauke,merauke-9401,9401,20,167,-3.363,135.504
9412,Kabupaten Mimika,Mimika,mimika-9412,9412,18,145,-4.455,137.136
9404,Kabupaten Nabire,Nabire,nabire-9404,9404,15,83,-4.456,136.854
9429,Kabupaten Nduga,Nduga,nduga-9429,9429,32,176,-4.407,138.239
9410,Kabupaten Paniai,Paniai,paniai-9410,9410,20,72,-3.788,136.362
9417,Kabupaten Pegunungan Bintang,Pegunungan Bintang,pegunungan-bintang-9417,9417,34,265,-4.559,140.514
9433,Kabupaten Puncak,Puncak,puncak-9433,9433,25,184,-3.865,137.606
9411,Kabupaten Puncak Jaya,Puncak Jaya,puncak-jaya-9411,9411,26,288,-3.447,137.843
9419,Kabupaten Sarmi,Sarmi,sarmi-9419,9419,19,101,-2.468,139.203
9427,Kabupaten Supiori,Supiori,supiori-9427,9427,5,33,-0.73,135.639
9418,Kabupaten Tolikara,Tolikara,tolikara-9418,9418,46,503,-3.481,138.479
9426,Kabupaten Waropen,Waropen,waropen-9426,9426,12,112,-2.844,136.671
9416,Kabupaten Yahukimo,Yahukimo,yahukimo-9416,9416,51,473,-4.494,139.528
9432,Kabupaten Yalimo,Yalimo,yalimo-9432,9432,5,206,-3.785,139.447
