id,name.local,name.en,name.slug,code.id,children_count.district,children_count.village,geo.lat,geo.lon
6204,Kabupaten Barito Selatan,Barito Selatan,barito-selatan-6204,6204,6,93,-1.719,114.845
6212,Kabupaten Barito Timur,Barito Timur,barito-timur-6212,6212,10,98,-0.64,114.569
6205,Kabupaten Barito Utara,Barito Utara,barito-utara-6205,6205,9,99,-0.952,114.898
6211,Kabupaten Gunung Mas,Gunung Mas,gunung-mas-6211,6211,12,124,-2.716,114.305
6203,Kabupaten Kapuas,Kapuas,kapuas-6203,6203,17,232,-2.964,114.416
6209,Kabupaten Katingan,Katingan,katingan-6209,6209,13,157,-2.185,111.428
6201,Kabupaten Kotawaringin Barat,Kotawaringin Barat,kotawaringin-barat-6201,6201,6,90,-2.692,111.634
6202,Kabupaten Kotawaringin Timur,Kotawaringin Timur,kotawaringin-timur-6202,6202,17,181,-2.538,112.941
6207,Kabupaten Lamandau,Lamandau,lamandau-6207,6207,8,85,-3.414,112.542
6213,Kabupaten Murung Raya,Murung Raya,murung-raya-6213,6213,10,123,-2.115,115.169
6271,Kota Palangka Raya,Palangka Raya,palangka-raya-6271,6271,5,28,-2.174,113.88
6210,Kabupaten Pulang Pisau,Pulang Pisau,pulang-pisau-6210,6210,8,96,-1.127,113.844
6208,Kabupaten Seruyan,Seruyan,seruyan-6208,6208,10,100,-2.761,111.177
6206,Kabupaten Sukamara,Sukamara,sukamara-6206,6206,5,31,-1.881,113.399
