id,name.local,name.en,name.slug,code.id,children_count.district,children_count.village,geo.lat,geo.lon
3204,Kabupaten Bandung,Bandung,bandung-3204,3204,31,279,-7.022,107.528
3273,Kota Bandung,Bandung,bandung-3273,3273,30,146,-6.911,107.61
3217,Kabupaten Bandung Barat,Bandung Barat,bandung-barat-3217,3217,16,164,-6.865,107.492
3279,Kota Banjar,Banjar,banjar-3279,3279,4,25,-7.362,108.56
3216,Kabupaten Bekasi,Bekasi,bekasi-3216,3216,23,187,-6.247,107.148
3275,Kota Bekasi,Bekasi,bekasi-3275,3275,12,55,-6.236,106.994
3201,Kabupaten Bogor,Bogor,bogor-3201,3201,40,425,-6.479,106.825
3271,Kota Bogor,Bogor,bogor-3271,3271,6,64,-6.595,106.794
3207,Kabupaten Ciamis,Ciamis,ciamis-3207,3207,27,259,-7.326,108.351
3203,Kabupaten Cianjur,Cianjur,cianjur-3203,3203,32,359,-6.823,107.139
3277,Kota Cimahi,Cimahi,cimahi-3277,3277,3,15,-6.871,107.555
3209,Kabupaten Cirebon,Cirebon,cirebon-3209,3209,40,401,-6.765,108.479
3274,Kota Cirebon,Cirebon,cirebon-3274,3274,5,21,-6.707,108.558
3276,Kota Depok,Depok,depok-3276,3276,11,58,-6.394,106.823
3205,Kabupaten Garut,Garut,garut-3205,3205,42,439,-7.203,107.886
3212,Kabupaten Indramayu,Indramayu,indramayu-3212,3212,31,299,-6.327,108.323
3215,Kabupaten Karawang,Karawang,karawang-3215,3215,30,301,-6.302,107.305
3208,Kabupaten Kuningan,Kuningan,kuningan-3208,3208,32,374,-6.976,108.483
3210,Kabupaten Majalengka,Majalengka,majalengka-3210,3210,26,330,-6.836,108.228
3218,Kabupaten Pangandaran,Pangandaran,pangandaran-3218,3218,10,92,-7.615,108.499
3214,Kabupaten Purwakarta,Purwakarta,purwakarta-3214,3214,17,186,-6.556,107.441
3213,Kabupaten Subang,Subang,subang-3213,3213,30,246,-6.571,107.762
3202,Kabupaten Sukabumi,Sukabumi,sukabumi-3202,3202,47,380,-6.989,106.55
3272,Kota Sukabumi,Sukabumi,sukabumi-3272,3272,7,31,-6.918,106.932
3211,Kabupaten Sumedang,Sumedang,sumedang-3211,3211,26,280,-6.861,107.921
3206,Kabupaten Tasikmalaya,Tasikmalaya,tasikmalaya-3206,3206,39,349,-7.361,108.113
3278,Kota Tasikmalaya,Tasikmalaya,tasikmalaya-3278,3278,10,67,-7.316,108.197
