id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
1201061,Bawolato,Bawolato,bawolato-1201061,1201061,25,0.982,97.869
1201132,Botomuzoi,Botomuzoi,botomuzoi-1201132,1201132,18,1.17,97.543
1201070,Gido,Gido,gido-1201070,1201070,21,1.12,97.732
1201131,Hili Serangkai,Hili Serangkai,hili-serangkai-1201131,1201131,15,1.149,97.602
1201130,Hiliduho,Hiliduho,hiliduho-1201130,1201130,16,1.236,97.533
1201060,Idano Gawo,Idano Gawo,idano-gawo-1201060,1201060,28,1.053,97.779
1201081,Ma U,Ma U,ma-u-1201081,1201081,11,1.042,97.639
1201071,Sogaeadu,Sogaeadu,sogaeadu-1201071,1201071,11,1.1,97.724
1201082,Somolo - Molo,Somolo - Molo,somolo-molo-1201082,1201082,11,1.035,97.667
1201062,Ulugawo,Ulugawo,ulugawo-1201062,1201062,14,0.99,97.729
