id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
6202230,Antang Kalang,Antang Kalang,antang-kalang-6202230,6202230,15,-1.395,112.579
6202120,Baamang,Baamang,baamang-6202120,6202120,6,-2.477,112.764
6202211,Bukit Santuai,Bukit Santuai,bukit-santuai-6202211,6202211,14,-1.735,112.299
6202190,Cempaga,Cempaga,cempaga-6202190,6202190,6,-2.262,113.021
6202191,Cempaga Hulu,Cempaga Hulu,cempaga-hulu-6202191,6202191,10,-1.929,113.062
6202110,Kota Besi,Kota Besi,kota-besi-6202110,6202110,11,-2.327,112.83
6202060,Mentawa Baru/ketapang,Mentawa Baru/ketapang,mentawa-baruketapang-6202060,6202060,11,-2.62,112.823
6202020,Mentaya Hilir Selatan,Mentaya Hilir Selatan,mentaya-hilir-selatan-6202020,6202020,10,-2.868,112.923
6202070,Mentaya Hilir Utara,Mentaya Hilir Utara,mentaya-hilir-utara-6202070,6202070,7,-2.677,112.711
6202210,Mentaya Hulu,Mentaya Hulu,mentaya-hulu-6202210,6202210,16,-2.063,112.513
6202200,Parenggean,Parenggean,parenggean-6202200,6202200,15,-2.049,112.794
6202050,Pulau Hanaut,Pulau Hanaut,pulau-hanaut-6202050,6202050,14,-2.887,113.04
6202061,Seranau,Seranau,seranau-6202061,6202061,6,-2.536,113.075
6202231,Telaga Antang,Telaga Antang,telaga-antang-6202231,6202231,18,-1.566,112.432
6202111,Telawang,Telawang,telawang-6202111,6202111,6,-2.327,112.644
6202021,Teluk Sampit,Teluk Sampit,teluk-sampit-6202021,6202021,6,-3.09,112.926
6202201,Tualan Hulu,Tualan Hulu,tualan-hulu-6202201,6202201,10,-1.675,112.791
