id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
1808030,Banjar Agung,Banjar Agung,banjar-agung-1808030,1808030,11,-4.296,105.241
1808032,Banjar Baru,Banjar Baru,banjar-baru-1808032,1808032,10,-4.355,105.265
1808031,Banjar Margo,Banjar Margo,banjar-margo-1808031,1808031,12,-4.222,105.298
1808057,Dente Teladas,Dente Teladas,dente-teladas-1808057,1808057,12,-4.497,105.797
1808040,Gedung Aji,Gedung Aji,gedung-aji-1808040,1808040,10,-4.277,105.464
1808056,Gedung Aji Baru,Gedung Aji Baru,gedung-aji-baru-1808056,1808056,9,-4.237,105.578
1808053,Gedung Meneng,Gedung Meneng,gedung-meneng-1808053,1808053,11,-4.449,105.505
1808050,Menggala,Menggala,menggala-1808050,1808050,9,-4.544,105.222
1808058,Menggala Timur,Menggala Timur,menggala-timur-1808058,1808058,10,-4.402,105.301
1808042,Meraksa Aji,Meraksa Aji,meraksa-aji-1808042,1808042,8,-4.27,105.428
1808041,Penawar Aji,Penawar Aji,penawar-aji-1808041,1808041,9,-4.283,105.485
1808051,Penawar Tama,Penawar Tama,penawar-tama-1808051,1808051,14,-4.176,105.44
1808055,Rawa Pitu,Rawa Pitu,rawa-pitu-1808055,1808055,9,-4.305,105.598
1808052,Rawajitu Selatan,Rawajitu Selatan,rawajitu-selatan-1808052,1808052,9,-4.244,105.714
1808054,Rawajitu Timur,Rawajitu Timur,rawajitu-timur-1808054,1808054,8,-4.26,105.806
