id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
8171021,Leitimur Selatan,Leitimur Selatan,leitimur-selatan-8171021,8171021,8,-3.696,128.252
8171010,Nusaniwe,Nusaniwe,nusaniwe-8171010,8171010,12,-3.745,128.149
8171020,Sirimau,Sirimau,sirimau-8171020,8171020,14,-3.693,128.216
8171031,Teluk Ambon,Teluk Ambon,teluk-ambon-8171031,8171031,8,-3.666,128.121
8171030,Teluk Ambon Baguala,Teluk Ambon Baguala,teluk-ambon-baguala-8171030,8171030,7,-3.629,128.233
