id,name.local,name.en,name.slug,code.id,children_count.district,children_count.village,geo.lat,geo.lon
6471,Kota Balikpapan,Balikpapan,balikpapan-6471,6471,6,34,-1.276,116.828
6405,Kabupaten Berau,Berau,berau-6405,6405,13,109,2.045,117.362
6474,Kota Bontang,Bontang,bontang-6474,6474,3,14,0.07,117.444
6402,Kabupaten Kutai Barat,Kutai Barat,kutai-barat-6402,6402,16,179,-0.443,116.999
6403,Kabupaten Kutai Kartanegara,Kutai Kartanegara,kutai-kartanegara-6403,6403,18,235,2.15,117.508
6404,Kabupaten Kutai Timur,Kutai Timur,kutai-timur-6404,6404,18,133,0.943,116.985
6411,Kabupaten Mahakam Hulu,Mahakam Hulu,mahakam-hulu-6411,6411,5,50,0.506,115.271
6401,Kabupaten Paser,Paser,paser-6401,6401,10,139,-1.91,116.191
6409,Kabupaten Penajam Paser Utara,Penajam Paser Utara,penajam-paser-utara-6409,6409,4,50,-1.308,116.727
6472,Kota Samarinda,Samarinda,samarinda-6472,6472,10,59,-0.491,117.146
