id,name.local,name.en,name.slug,code.id,children_count.district,children_count.village,geo.lat,geo.lon
8201,Kabupaten Halmahera Barat,Halmahera Barat,halmahera-barat-8201,8201,8,165,1.08,127.48
8204,Kabupaten Halmahera Selatan,Halmahera Selatan,halmahera-selatan-8204,8204,30,246,-0.645,127.505
8202,Kabupaten Halmahera Tengah,Halmahera Tengah,halmahera-tengah-8202,8202,10,61,0.33,127.87
8206,Kabupaten Halmahera Timur,Halmahera Timur,halmahera-timur-8206,8206,10,103,0.677,128.284
8205,Kabupaten Halmahera Utara,Halmahera Utara,halmahera-utara-8205,8205,17,191,-2.007,125.964
8203,Kabupaten Kepulauan Sula,Kepulauan Sula,kepulauan-sula-8203,8203,12,76,1.728,127.992
8207,Kabupaten Pulau Morotai,Pulau Morotai,pulau-morotai-8207,8207,5,86,2.013,128.284
8208,Kabupaten Pulau Taliabu,Pulau Taliabu,pulau-taliabu-8208,8208,8,64,-1.947,124.387
8271,Kota Ternate,Ternate,ternate-8271,8271,8,77,0.786,127.388
8272,Kota Tidore Kepulauan,Tidore Kepulauan,tidore-kepulauan-8272,8272,8,86,0.672,127.447
