id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
1904010,Koba,Koba,koba-1904010,1904010,10,-2.417,106.333
1904011,Lubuk Besar,Lubuk Besar,lubuk-besar-1904011,1904011,7,-2.604,106.638
1904021,Namang,Namang,namang-1904021,1904021,7,-2.335,106.196
1904020,Pangkalan Baru,Pangkalan Baru,pangkalan-baru-1904020,1904020,8,-2.2,106.184
1904040,Simpang Katis,Simpang Katis,simpang-katis-1904040,1904040,8,-2.282,106.078
1904030,Sungai Selan,Sungai Selan,sungai-selan-1904030,1904030,12,-2.363,105.995
