id,name.local,name.en,name.slug,code.id,children_count.district,children_count.village,geo.lat,geo.lon
1771,Kota Bengkulu,Bengkulu,bengkulu-1771,1771,9,67,-3.793,102.261
1701,Kabupaten Bengkulu Selatan,Bengkulu Selatan,bengkulu-selatan-1701,1701,11,159,-4.44,102.895
1709,Kabupaten Bengkulu Tengah,Bengkulu Tengah,bengkulu-tengah-1709,1709,10,143,-3.773,102.39
1703,Kabupaten Bengkulu Utara,Bengkulu Utara,bengkulu-utara-1703,1703,19,220,-3.437,102.202
1704,Kabupaten Kaur,Kaur,kaur-1704,1704,15,195,-4.759,103.349
1708,Kabupaten Kepahiang,Kepahiang,kepahiang-1708,1708,8,117,-3.625,102.556
1707,Kabupaten Lebong,Lebong,lebong-1707,1707,12,104,-3.157,102.183
1706,Kabupaten Mukomuko,Mukomuko,mukomuko-1706,1706,15,152,-2.553,101.104
1702,Kabupaten Rejang Lebong,Rejang Lebong,rejang-lebong-1702,1702,15,156,-3.478,102.532
1705,Kabupaten Seluma,Seluma,seluma-1705,1705,14,202,-4.078,102.556
