id,name.local,name.en,name.slug,code.id,children_count.district,children_count.village,geo.lat,geo.lon
9101,Kabupaten Fakfak,Fakfak,fakfak-9101,9101,17,138,-3.098,133.019
9102,Kabupaten Kaimana,Kaimana,kaimana-9102,9102,7,82,-3.288,133.944
9105,Kabupaten Manokwari,Manokwari,manokwari-9105,9105,9,163,-1.874,136.237
9111,Kabupaten Manokwari Selatan,Manokwari Selatan,manokwari-selatan-9111,9111,6,54,-2.909,140.773
9110,Kabupaten Maybrat,Maybrat,maybrat-9110,9110,24,143,-1.869,138.744
9112,Kabupaten Pegunungan Arfak,Pegunungan Arfak,pegunungan-arfak-9112,9112,10,153,-1.155,133.714
9108,Kabupaten Raja Ampat,Raja Ampat,raja-ampat-9108,9108,24,111,-1.092,130.878
9107,Kabupaten Sorong,Sorong,sorong-9107,9107,30,217,-1.122,131.488
9171,Kota Sorong,Sorong,sorong-9171,9171,10,40,-2.563,140.693
9106,Kabupaten Sorong Selatan,Sorong Selatan,sorong-selatan-9106,9106,15,117,-1.171,136.09
9109,Kabupaten Tambrauw,Tambrauw,tambrauw-9109,9109,28,190,-0.782,132.394
9104,Kabupaten Teluk Bintuni,Teluk Bintuni,teluk-bintuni-9104,9104,24,250,-1.906,133.329
9103,Kabupaten Teluk Wondama,Teluk Wondama,teluk-wondama-9103,9103,13,74,-2.55,140.477
