id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
6107070,Ambalau,Ambalau,ambalau-6107070,6107070,31,-0.134,112.956
6107180,Binjai Hulu,Binjai Hulu,binjai-hulu-6107180,6107180,11,0.208,111.478
6107150,Dedai,Dedai,dedai-6107150,6107150,31,-0.051,111.729
6107160,Kayan Hilir,Kayan Hilir,kayan-hilir-6107160,6107160,42,-0.012,111.906
6107080,Kayan Hulu,Kayan Hulu,kayan-hulu-6107080,6107080,31,-0.081,112.241
6107170,Kelam Permai,Kelam Permai,kelam-permai-6107170,6107170,17,0.173,111.778
6107190,Ketungau Hilir,Ketungau Hilir,ketungau-hilir-6107190,6107190,23,0.446,111.479
6107210,Ketungau Hulu,Ketungau Hulu,ketungau-hulu-6107210,6107210,27,0.868,111.068
6107200,Ketungau Tengah,Ketungau Tengah,ketungau-tengah-6107200,6107200,29,0.739,111.458
6107110,Sepauk,Sepauk,sepauk-6107110,6107110,39,-0.122,111.199
6107060,Serawai,Serawai,serawai-6107060,6107060,37,-0.363,112.62
6107140,Sintang,Sintang,sintang-6107140,6107140,28,0.061,111.491
6107130,Sungai Tebelian,Sungai Tebelian,sungai-tebelian-6107130,6107130,26,-0.153,111.501
6107120,Tempunak,Tempunak,tempunak-6107120,6107120,26,-0.134,111.334
