id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
1205040,Adiankoting,Adiankoting,adiankoting-1205040,1205040,16,1.876,98.89
1205100,Garoga,Garoga,garoga-1205100,1205100,13,2.026,99.344
1205180,Muara,Muara,muara-1205180,1205180,15,2.318,98.931
1205130,Pagaran,Pagaran,pagaran-1205130,1205130,14,2.184,98.873
1205080,Pahae Jae,Pahae Jae,pahae-jae-1205080,1205080,13,1.823,99.123
1205070,Pahae Julu,Pahae Julu,pahae-julu-1205070,1205070,19,1.888,99.062
1205090,Pangaribuan,Pangaribuan,pangaribuan-1205090,1205090,26,1.972,99.209
1205030,Parmonangan,Parmonangan,parmonangan-1205030,1205030,14,2.057,98.801
1205081,Purbatua,Purbatua,purbatua-1205081,1205081,11,1.719,99.065
1205061,Siatas Barita,Siatas Barita,siatas-barita-1205061,1205061,12,2.006,99.049
1205120,Siborongborong,Siborongborong,siborongborong-1205120,1205120,21,2.194,99.044
1205082,Simangumban,Simangumban,simangumban-1205082,1205082,8,1.762,99.219
1205110,Sipahutar,Sipahutar,sipahutar-1205110,1205110,25,2.127,99.151
1205050,Sipoholon,Sipoholon,sipoholon-1205050,1205050,14,2.066,98.919
1205060,Tarutung,Tarutung,tarutung-1205060,1205060,31,2.02,98.98
