id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
7208030,Ampibabo,Ampibabo,ampibabo-7208030,7208030,19,-0.459,119.995
7208012,Balinggi,Balinggi,balinggi-7208012,7208012,9,-1.039,120.37
7208063,Bolano,Bolano,bolano-7208063,7208063,13,0.48,120.912
7208061,Bolano Lambunu,Bolano Lambunu,bolano-lambunu-7208061,7208061,14,0.562,120.959
7208031,Kasimbar,Kasimbar,kasimbar-7208031,7208031,18,-0.144,119.971
7208051,Mepanga,Mepanga,mepanga-7208051,7208051,17,0.566,120.699
7208060,Moutong,Moutong,moutong-7208060,7208060,20,0.555,121.207
7208064,Ongka Malino,Ongka Malino,ongka-malino-7208064,7208064,17,0.575,120.802
7208052,Palasa,Palasa,palasa-7208052,7208052,11,0.552,120.345
7208020,Parigi,Parigi,parigi-7208020,7208020,11,-0.815,120.163
7208022,Parigi Barat,Parigi Barat,parigi-barat-7208022,7208022,6,-0.846,120.099
7208021,Parigi Selatan,Parigi Selatan,parigi-selatan-7208021,7208021,10,-0.946,120.166
7208024,Parigi Tengah,Parigi Tengah,parigi-tengah-7208024,7208024,6,-0.78,120.08
7208023,Parigi Utara,Parigi Utara,parigi-utara-7208023,7208023,5,-0.708,120.064
7208010,Sausu,Sausu,sausu-7208010,7208010,10,-1.085,120.462
7208042,Sidoan,Sidoan,sidoan-7208042,7208042,11,0.29,120.141
7208033,Siniu,Siniu,siniu-7208033,7208033,9,-0.584,120.006
7208062,Taopa,Taopa,taopa-7208062,7208062,11,0.553,121.068
7208040,Tinombo,Tinombo,tinombo-7208040,7208040,15,0.443,120.214
7208041,Tinombo Selatan,Tinombo Selatan,tinombo-selatan-7208041,7208041,20,0.065,120.038
7208050,Tomini,Tomini,tomini-7208050,7208050,14,0.577,120.545
7208032,Toribulu,Toribulu,toribulu-7208032,7208032,9,-0.331,119.975
7208011,Torue,Torue,torue-7208011,7208011,7,-1.045,120.269
