id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
9417041,Aboy,Aboy,aboy-9417041,9417041,6,-4.249,140.597
9417022,Alemsom,Alemsom,alemsom-9417022,9417022,12,-4.729,140.287
9417013,Awinbon,Awinbon,awinbon-9417013,9417013,5,-5.058,140.29
9417036,Batani,Batani,batani-9417036,9417036,7,-4.08,140.127
9417060,Batom,Batom,batom-9417060,9417060,10,-4.352,140.9
9417031,Bime,Bime,bime-9417031,9417031,8,-4.518,140.213
9417030,Borme,Borme,borme-9417030,9417030,13,-4.207,140.328
9417032,Epumek,Epumek,epumek-9417032,9417032,13,-4.434,140.086
9417010,Iwur,Iwur,iwur-9417010,9417010,10,-5.053,140.841
9417011,Kawor,Kawor,kawor-9417011,9417011,7,-5.094,140.535
9417050,Kiwirok,Kiwirok,kiwirok-9417050,9417050,11,-4.664,140.781
9417051,Kiwirok Timur,Kiwirok Timur,kiwirok-timur-9417051,9417051,9,-4.75,140.799
9417024,Kolomdol,Kolomdol,kolomdol-9417024,9417024,5,-4.953,140.593
9417062,Mofinop,Mofinop,mofinop-9417062,9417062,4,-4.096,140.862
9417061,Murkim,Murkim,murkim-9417061,9417061,4,-4.004,140.738
9417035,Nongme,Nongme,nongme-9417035,9417035,7,-4.242,140.109
9417027,Ok Aon,Ok Aon,ok-aon-9417027,9417027,6,-4.807,140.616
9417026,Ok Bape,Ok Bape,ok-bape-9417026,9417026,6,-4.72,140.528
9417042,Okbab,Okbab,okbab-9417042,9417042,12,-4.537,140.489
9417056,Okbemta,Okbemta,okbemta-9417056,9417056,9,-4.47,140.809
9417040,Okbi,Okbi,okbi-9417040,9417040,8,-4.606,140.469
9417053,Okhika,Okhika,okhika-9417053,9417053,4,-4.672,140.679
9417054,Oklip,Oklip,oklip-9417054,9417054,7,-4.768,140.794
9417055,Oksamol,Oksamol,oksamol-9417055,9417055,12,-4.851,140.892
9417052,Oksebang,Oksebang,oksebang-9417052,9417052,3,-4.755,140.738
9417020,Oksibil,Oksibil,oksibil-9417020,9417020,8,-4.938,140.641
9417025,Oksop,Oksop,oksop-9417025,9417025,5,-4.742,140.47
9417034,Pamek,Pamek,pamek-9417034,9417034,10,-4.39,140.012
9417021,Pepera,Pepera,pepera-9417021,9417021,6,-4.914,140.749
9417023,Serambakon,Serambakon,serambakon-9417023,9417023,8,-4.857,140.388
9417012,Tarup,Tarup,tarup-9417012,9417012,6,-5.143,140.837
9417043,Teiraplu,Teiraplu,teiraplu-9417043,9417043,9,-3.915,140.387
9417033,Weime,Weime,weime-9417033,9417033,9,-4.388,140.294
9417044,Yefta,Yefta,yefta-9417044,9417044,6,-4.077,140.522
