id,name.local,name.en,name.slug,code.id,children_count.district,children_count.village,geo.lat,geo.lon
1107,Kabupaten Aceh Barat,Aceh Barat,aceh-barat-1107,1107,12,322,5.368,95.958
1112,Kabupaten Aceh Barat Daya,Aceh Barat Daya,aceh-barat-daya-1112,1112,9,152,3.739,96.852
1108,Kabupaten Aceh Besar,Aceh Besar,aceh-besar-1108,1108,23,604,5.076,97.303
1116,Kabupaten Aceh Jaya,Aceh Jaya,aceh-jaya-1116,1116,9,172,4.301,98.046
1103,Kabupaten Aceh Selatan,Aceh Selatan,aceh-selatan-1103,1103,18,260,4.933,97.784
1102,Kabupaten Aceh Singkil,Aceh Singkil,aceh-singkil-1102,1102,11,116,3.473,97.819
1114,Kabupaten Aceh Tamiang,Aceh Tamiang,aceh-tamiang-1114,1114,12,213,4.624,95.617
1106,Kabupaten Aceh Tengah,Aceh Tengah,aceh-tengah-1106,1106,14,295,5.297,95.611
1104,Kabupaten Aceh Tenggara,Aceh Tenggara,aceh-tenggara-1104,1104,16,385,4.622,96.846
1105,Kabupaten Aceh Timur,Aceh Timur,aceh-timur-1105,1105,24,514,4.153,96.131
1111,Kabupaten Aceh Utara,Aceh Utara,aceh-utara-1111,1111,27,852,5.208,96.726
1171,Kota Banda Aceh,Banda Aceh,banda-aceh-1171,1171,9,90,5.55,95.318
1117,Kabupaten Bener Meriah,Bener Meriah,bener-meriah-1117,1117,10,233,4.703,96.862
1110,Kabupaten Bireuen,Bireuen,bireuen-1110,1110,17,609,2.271,97.815
1113,Kabupaten Gayo Lues,Gayo Lues,gayo-lues-1113,1113,11,145,3.993,97.325
1173,Kota Langsa,Langsa,langsa-1173,1173,5,66,5.179,97.149
1174,Kota Lhokseumawe,Lhokseumawe,lhokseumawe-1174,1174,4,68,4.469,97.966
1115,Kabupaten Nagan Raya,Nagan Raya,nagan-raya-1115,1115,10,222,4.169,96.324
1109,Kabupaten Pidie,Pidie,pidie-1109,1109,23,731,2.461,96.38
1118,Kabupaten Pidie Jaya,Pidie Jaya,pidie-jaya-1118,1118,8,222,5.229,96.245
1172,Kota Sabang,Sabang,sabang-1172,1172,2,18,5.893,95.321
1101,Kabupaten Simeulue,Simeulue,simeulue-1101,1101,10,138,3.255,97.174
1175,Kota Subulussalam,Subulussalam,subulussalam-1175,1175,5,82,2.671,97.993
