id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
7105111,Amurang,Amurang,amurang-7105111,7105111,7,1.14,124.625
7105112,Amurang Barat,Amurang Barat,amurang-barat-7105112,7105112,9,1.151,124.536
7105113,Amurang Timur,Amurang Timur,amurang-timur-7105113,7105113,10,1.172,124.664
7105081,Kumelembuai,Kumelembuai,kumelembuai-7105081,7105081,8,1.084,124.479
7105021,Maesaan,Maesaan,maesaan-7105021,7105021,12,0.878,124.464
7105010,Modoinding,Modoinding,modoinding-7105010,7105010,10,0.811,124.449
7105080,Motoling,Motoling,motoling-7105080,7105080,7,1.028,124.47
7105082,Motoling Barat,Motoling Barat,motoling-barat-7105082,7105082,8,1.017,124.404
7105083,Motoling Timur,Motoling Timur,motoling-timur-7105083,7105083,8,1.064,124.519
7105070,Ranoyapo,Ranoyapo,ranoyapo-7105070,7105070,12,0.985,124.509
7105090,Sinonsayang,Sinonsayang,sinonsayang-7105090,7105090,13,1.076,124.366
7105121,Sulta,Sulta,sulta-7105121,7105121,9,1.267,124.702
7105120,Tareran,Tareran,tareran-7105120,7105120,12,1.222,124.699
7105131,Tatapaan,Tatapaan,tatapaan-7105131,7105131,10,1.322,124.567
7105100,Tenga,Tenga,tenga-7105100,7105100,18,1.132,124.425
7105020,Tompaso Baru,Tompaso Baru,tompaso-baru-7105020,7105020,10,0.922,124.478
7105130,Tumpaan,Tumpaan,tumpaan-7105130,7105130,9,1.283,124.659
