id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
3311100,Baki,Baki,baki-3311100,3311100,12,-7.606,110.776
3311060,Bendosari,Bendosari,bendosari-3311060,3311060,13,-7.682,110.891
3311020,Bulu,Bulu,bulu-3311020,3311020,10,-7.771,110.826
3311110,Gatak,Gatak,gatak-3311110,3311110,12,-7.593,110.736
3311090,Grogol,Grogol,grogol-3311090,3311090,14,-7.611,110.818
3311120,Kartasura,Kartasura,kartasura-3311120,3311120,12,-7.559,110.748
3311080,Mojolaban,Mojolaban,mojolaban-3311080,3311080,14,-7.596,110.872
3311050,Nguter,Nguter,nguter-3311050,3311050,12,-7.742,110.879
3311070,Polokarto,Polokarto,polokarto-3311070,3311070,15,-7.646,110.895
3311040,Sukoharjo,Sukoharjo,sukoharjo-3311040,3311040,12,-7.675,110.827
3311030,Tawangsari,Tawangsari,tawangsari-3311030,3311030,12,-7.727,110.787
3311010,Weru,Weru,weru-3311010,3311010,12,-7.786,110.757
