id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
1309070,Bonjol,Bonjol,bonjol-1309070,1309070,4,-0.004,100.244
1309100,Dua Koto,Dua Koto,dua-koto-1309100,1309100,2,0.371,99.891
1309080,Lubuk Sikaping,Lubuk Sikaping,lubuk-sikaping-1309080,1309080,6,0.165,100.137
1309122,Mapat Tunggul,Mapat Tunggul,mapat-tunggul-1309122,1309122,3,0.666,100.148
1309123,Mapat Tunggul Selatan,Mapat Tunggul Selatan,mapat-tunggul-selatan-1309123,1309123,2,0.319,100.224
1309111,Padang Gelugur,Padang Gelugur,padang-gelugur-1309111,1309111,4,0.437,100.036
1309110,Panti,Panti,panti-1309110,1309110,3,0.361,100.09
1309121,Rao,Rao,rao-1309121,1309121,2,0.565,99.982
1309124,Rao Selatan,Rao Selatan,rao-selatan-1309124,1309124,3,0.531,100.045
1309125,Rao Utara,Rao Utara,rao-utara-1309125,1309125,3,0.74,99.975
1309072,Simpang Alahan Mati,Simpang Alahan Mati,simpang-alahan-mati-1309072,1309072,2,-0.009,100.164
1309071,Tigo Nagari,Tigo Nagari,tigo-nagari-1309071,1309071,3,-0.006,100.064
