id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
3303120,Bobotsari,Bobotsari,bobotsari-3303120,3303120,16,-7.282,109.364
3303100,Bojongsari,Bojongsari,bojongsari-3303100,3303100,12,-7.306,109.306
3303020,Bukateja,Bukateja,bukateja-3303020,3303020,13,-7.44,109.453
3303050,Kaligondang,Kaligondang,kaligondang-3303050,3303050,17,-7.378,109.416
3303070,Kalimanah,Kalimanah,kalimanah-3303070,3303070,15,-7.418,109.343
3303140,Karanganyar,Karanganyar,karanganyar-3303140,3303140,13,-7.301,109.407
3303131,Karangjambu,Karangjambu,karangjambu-3303131,3303131,6,-7.208,109.407
3303150,Karangmoncol,Karangmoncol,karangmoncol-3303150,3303150,11,-7.259,109.465
3303130,Karangreja,Karangreja,karangreja-3303130,3303130,7,-7.239,109.297
3303030,Kejobong,Kejobong,kejobong-3303030,3303030,12,-7.398,109.483
3303010,Kemangkon,Kemangkon,kemangkon-3303010,3303010,19,-7.455,109.37
3303141,Kertanegara,Kertanegara,kertanegara-3303141,3303141,11,-7.296,109.428
3303090,Kutasari,Kutasari,kutasari-3303090,3303090,13,-7.314,109.293
3303110,Mrebet,Mrebet,mrebet-3303110,3303110,18,-7.304,109.346
3303080,Padamara,Padamara,padamara-3303080,3303080,13,-7.383,109.323
3303040,Pengadegan,Pengadegan,pengadegan-3303040,3303040,8,-7.369,109.492
3303060,Purbalingga,Purbalingga,purbalingga-3303060,3303060,13,-7.401,109.374
3303160,Rembang,Rembang,rembang-3303160,3303160,11,-7.291,109.532
