id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
6203070,Basarang,Basarang,basarang-6203070,6203070,14,-2.959,114.302
6203041,Bataguh,Bataguh,bataguh-6203041,6203041,15,-3.21,114.279
6203101,Dadahup,Dadahup,dadahup-6203101,6203101,15,-2.62,114.636
6203110,Kapuas Barat,Kapuas Barat,kapuas-barat-6203110,6203110,12,-2.821,114.397
6203080,Kapuas Hilir,Kapuas Hilir,kapuas-hilir-6203080,6203080,8,-2.989,114.454
6203180,Kapuas Hulu,Kapuas Hulu,kapuas-hulu-6203180,6203180,14,-0.754,113.917
6203020,Kapuas Kuala,Kapuas Kuala,kapuas-kuala-6203020,6203020,13,-3.347,114.295
6203100,Kapuas Murung,Kapuas Murung,kapuas-murung-6203100,6203100,23,-2.737,114.628
6203170,Kapuas Tengah,Kapuas Tengah,kapuas-tengah-6203170,6203170,12,-1.185,114.351
6203030,Kapuas Timur,Kapuas Timur,kapuas-timur-6203030,6203030,7,-3.087,114.467
6203181,Mandau Talawang,Mandau Talawang,mandau-talawang-6203181,6203181,10,-0.616,114.007
6203150,Mantangai,Mantangai,mantangai-6203150,6203150,38,-1.9,114.344
6203171,Pasak Talawang,Pasak Talawang,pasak-talawang-6203171,6203171,10,-1.031,114.14
6203090,Pulau Petak,Pulau Petak,pulau-petak-6203090,6203090,12,-2.912,114.487
6203040,Selat,Selat,selat-6203040,6203040,10,-2.993,114.373
6203021,Tamban Catur,Tamban Catur,tamban-catur-6203021,6203021,10,-3.224,114.365
6203160,Timpah,Timpah,timpah-6203160,6203160,9,-1.585,114.53
