id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
5202090,Batukliang,Batukliang,batukliang-5202090,5202090,8,-8.618,116.307
5202091,Batukliang Utara,Batukliang Utara,batukliang-utara-5202091,5202091,8,-8.513,116.333
5202040,Janapria,Janapria,janapria-5202040,5202040,11,-8.709,116.392
5202070,Jonggat,Jonggat,jonggat-5202070,5202070,9,-8.669,116.216
5202050,Kopang,Kopang,kopang-5202050,5202050,11,-8.571,116.354
5202060,Praya,Praya,praya-5202060,5202060,12,-8.685,116.286
5202010,Praya Barat,Praya Barat,praya-barat-5202010,5202010,10,-8.811,116.196
5202011,Praya Barat Daya,Praya Barat Daya,praya-barat-daya-5202011,5202011,10,-8.788,116.161
5202061,Praya Tengah,Praya Tengah,praya-tengah-5202061,5202061,11,-8.723,116.326
5202030,Praya Timur,Praya Timur,praya-timur-5202030,5202030,9,-8.8,116.379
5202080,Pringgarata,Pringgarata,pringgarata-5202080,5202080,9,-8.596,116.237
5202020,Pujut,Pujut,pujut-5202020,5202020,15,-8.855,116.313
