id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
9415060,Agats,Agats,agats-9415060,9415060,9,-5.516,138.207
9415050,Akat,Akat,akat-9415050,9415050,10,-5.236,138.502
9415021,Aswi,Aswi,aswi-9415021,9415021,10,-5.057,138.399
9415030,Atsy,Atsy,atsy-9415030,9415030,9,-5.737,138.666
9415014,Awyu,Awyu,awyu-9415014,9415014,5,-5.91,138.84
9415032,Ayip,Ayip,ayip-9415032,9415032,3,-5.869,138.742
9415033,Bectbamu,Bectbamu,bectbamu-9415033,9415033,6,-5.82,138.37
9415012,Der Koumur,Der Koumur,der-koumur-9415012,9415012,6,-6.201,138.815
9415020,Fayit,Fayit,fayit-9415020,9415020,13,-6.044,138.523
9415051,Jetsy,Jetsy,jetsy-9415051,9415051,7,-5.266,138.605
9415073,Joerat,Joerat,joerat-9415073,9415073,6,-5.363,138.016
9415042,Joutu,Joutu,joutu-9415042,9415042,7,-6.761,139.691
9415041,Kolf Braza,Kolf Braza,kolf-braza-9415041,9415041,13,-5.235,139.072
9415011,Kopay,Kopay,kopay-9415011,9415011,10,-6.35,138.656
9415043,Koroway Buluanop,Koroway Buluanop,koroway-buluanop-9415043,9415043,7,-5.057,138.399
9415010,Pantai Kasuari,Pantai Kasuari,pantai-kasuari-9415010,9415010,9,-6.2,138.626
9415074,Pulau Tiga,Pulau Tiga,pulau-tiga-9415074,9415074,11,-4.891,137.921
9415013,Safan,Safan,safan-9415013,9415013,11,-6.337,138.634
9415070,Sawa Erma,Sawa Erma,sawa-erma-9415070,9415070,7,-4.939,138.32
9415031,Sirets,Sirets,sirets-9415031,9415031,8,-5.564,138.758
9415040,Suator,Suator,suator-9415040,9415040,10,-5.191,139.222
9415071,Suru-suru,Suru-suru,suru-suru-9415071,9415071,21,-4.881,138.74
9415072,Unir Sirau,Unir Sirau,unir-sirau-9415072,9415072,8,-5.173,138.104
