id,name.local,name.en,name.slug,code.id,children_count.district,children_count.village,geo.lat,geo.lon
1504,Kabupaten Batang Hari,Batang Hari,batang-hari-1504,1504,8,124,-1.694,103.273
1509,Kabupaten Bungo,Bungo,bungo-1509,1509,17,153,-1.466,102.358
1571,Kota Jambi,Jambi,jambi-1571,1571,11,62,-1.631,103.607
1501,Kabupaten Kerinci,Kerinci,kerinci-1501,1501,16,287,-2.057,101.388
1502,Kabupaten Merangin,Merangin,merangin-1502,1502,24,215,-2.06,102.274
1505,Kabupaten Muaro Jambi,Muaro Jambi,muaro-jambi-1505,1505,11,155,-1.448,103.515
1503,Kabupaten Sarolangun,Sarolangun,sarolangun-1503,1503,10,158,-2.313,102.75
1572,Kota Sungai Penuh,Sungai Penuh,sungai-penuh-1572,1572,8,69,-2.071,101.396
1507,Kabupaten Tanjung Jabung Barat,Tanjung Jabung Barat,tanjung-jabung-barat-1507,1507,13,134,-1.206,103.79
1506,Kabupaten Tanjung Jabung Timur,Tanjung Jabung Timur,tanjung-jabung-timur-1506,1506,11,93,-0.827,103.461
1508,Kabupaten Tebo,Tebo,tebo-1508,1508,12,112,-1.516,102.119
