id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
6310031,Angsana,Angsana,angsana-6310031,6310031,9,-3.692,115.602
6310050,Batu Licin,Batu Licin,batu-licin-6310050,6310050,9,-3.451,115.93
6310051,Karang Bintang,Karang Bintang,karang-bintang-6310051,6310051,11,-3.363,115.872
6310041,Kuranji,Kuranji,kuranji-6310041,6310041,7,-3.529,115.712
6310010,Kusan Hilir,Kusan Hilir,kusan-hilir-6310010,6310010,32,-3.538,115.894
6310040,Kusan Hulu,Kusan Hulu,kusan-hulu-6310040,6310040,20,-3.339,115.613
6310053,Mantewe,Mantewe,mantewe-6310053,6310053,12,-3.185,115.691
6310030,Satui,Satui,satui-6310030,6310030,16,-3.676,115.449
6310052,Simpang Empat,Simpang Empat,simpang-empat-6310052,6310052,11,-3.297,115.97
6310020,Sungai Loban,Sungai Loban,sungai-loban-6310020,6310020,17,-3.645,115.74
