id,name.local,name.en,name.slug,code.id,children_count.district,children_count.village,geo.lat,geo.lon
1607,Kabupaten Banyu Asin,Banyu Asin,banyu-asin-1607,1607,19,305,-2.917,104.407
1611,Kabupaten Empat Lawang,Empat Lawang,empat-lawang-1611,1611,10,156,-3.61,103.103
1604,Kabupaten Lahat,Lahat,lahat-1604,1604,24,377,-3.778,103.55
1674,Kota Lubuklinggau,Lubuklinggau,lubuklinggau-1674,1674,8,72,-3.369,104.308
1603,Kabupaten Muara Enim,Muara Enim,muara-enim-1603,1603,20,255,-3.656,103.777
1606,Kabupaten Musi Banyuasin,Musi Banyuasin,musi-banyuasin-1606,1606,14,240,-2.889,103.84
1605,Kabupaten Musi Rawas,Musi Rawas,musi-rawas-1605,1605,14,199,-3.244,103.012
1613,Kabupaten Musi Rawas Utara,Musi Rawas Utara,musi-rawas-utara-1613,1613,7,89,-2.735,102.901
1610,Kabupaten Ogan Ilir,Ogan Ilir,ogan-ilir-1610,1610,16,241,-3.261,104.653
1602,Kabupaten Ogan Komering Ilir,Ogan Komering Ilir,ogan-komering-ilir-1602,1602,18,327,-3.412,104.823
1601,Kabupaten Ogan Komering Ulu,Ogan Komering Ulu,ogan-komering-ulu-1601,1601,13,157,-4.166,104.198
1608,Kabupaten Ogan Komering Ulu Selatan,Ogan Komering Ulu Selatan,ogan-komering-ulu-selatan-1608,1608,19,259,-4.369,104.358
1609,Kabupaten Ogan Komering Ulu Timur,Ogan Komering Ulu Timur,ogan-komering-ulu-timur-1609,1609,20,332,-4.532,104.095
1673,Kota Pagar Alam,Pagar Alam,pagar-alam-1673,1673,5,35,-3.326,102.825
1671,Kota Palembang,Palembang,palembang-1671,1671,18,107,-2.991,104.757
1612,Kabupaten Penukal Abab Lematang Ilir,Penukal Abab Lematang Ilir,penukal-abab-lematang-ilir-1612,1612,5,75,-3.31,103.884
1672,Kota Prabumulih,Prabumulih,prabumulih-1672,1672,6,37,-4.039,103.197
