id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
5321080,Botin Leobele,Botin Leobele,botin-leobele-5321080,5321080,5,-9.498,124.903
5321050,Io Kufeu,Io Kufeu,io-kufeu-5321050,5321050,6,-9.514,124.77
5321110,Kobalima,Kobalima,kobalima-5321110,5321110,8,-9.465,124.998
5321120,Kobalima Timur,Kobalima Timur,kobalima-timur-5321120,5321120,4,-9.391,125.038
5321090,Laen Manen,Laen Manen,laen-manen-5321090,5321090,8,-9.405,124.836
5321020,Malaka Barat,Malaka Barat,malaka-barat-5321020,5321020,16,-9.664,124.928
5321070,Malaka Tengah,Malaka Tengah,malaka-tengah-5321070,5321070,16,-9.568,124.891
5321100,Malaka Timur,Malaka Timur,malaka-timur-5321100,5321100,6,-9.425,124.91
5321040,Rinhat,Rinhat,rinhat-5321040,5321040,17,-9.599,124.74
5321060,Sasita Mean,Sasita Mean,sasita-mean-5321060,5321060,9,-9.489,124.826
5321030,Weliman,Weliman,weliman-5321030,5321030,13,-9.631,124.877
5321010,Wewiku,Wewiku,wewiku-5321010,5321010,10,-9.722,124.836
