id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
3278071,Bungursari,Bungursari,bungursari-3278071,3278071,7,-7.308,108.177
3278030,Cibeureum,Cibeureum,cibeureum-3278030,3278030,9,-7.356,108.261
3278050,Cihideung,Cihideung,cihideung-3278050,3278050,6,-7.338,108.211
3278080,Cipedes,Cipedes,cipedes-3278080,3278080,4,-7.312,108.223
3278070,Indihiang,Indihiang,indihiang-3278070,3278070,6,-7.292,108.202
3278010,Kawalu,Kawalu,kawalu-3278010,3278010,8,-7.405,108.2
3278060,Mangkubumi,Mangkubumi,mangkubumi-3278060,3278060,8,-7.346,108.188
3278031,Purbaratu,Purbaratu,purbaratu-3278031,3278031,6,-7.331,108.275
3278020,Tamansari,Tamansari,tamansari-3278020,3278020,8,-7.398,108.247
3278040,Tawang,Tawang,tawang-3278040,3278040,5,-7.341,108.228
