id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
1801064,Air Hitam,Air Hitam,air-hitam-1801064,1801064,10,-5.103,104.407
1801040,Balik Bukit,Balik Bukit,balik-bukit-1801040,1801040,12,-5.019,104.062
1801056,Bandar Negeri Suoh,Bandar Negeri Suoh,bandar-negeri-suoh-1801056,1801056,10,-5.233,104.323
1801053,Batu Brak,Batu Brak,batu-brak-1801053,1801053,11,-5.096,104.173
1801055,Batu Ketulis,Batu Ketulis,batu-ketulis-1801055,1801055,10,-5.008,104.256
1801050,Belalau,Belalau,belalau-1801050,1801050,10,-4.966,104.209
1801062,Gedung Surian,Gedung Surian,gedung-surian-1801062,1801062,5,-5.106,104.449
1801063,Kebun Tebu,Kebun Tebu,kebun-tebu-1801063,1801063,10,-5.061,104.535
1801042,Lumbok Seminung,Lumbok Seminung,lumbok-seminung-1801042,1801042,11,-4.935,103.896
1801054,Pagar Dewa,Pagar Dewa,pagar-dewa-1801054,1801054,10,-4.933,104.358
1801051,Sekincau,Sekincau,sekincau-1801051,1801051,5,-4.996,104.31
1801041,Sukau,Sukau,sukau-1801041,1801041,10,-4.951,104.045
1801060,Sumber Jaya,Sumber Jaya,sumber-jaya-1801060,1801060,6,-4.997,104.449
1801052,Suoh,Suoh,suoh-1801052,1801052,7,-5.288,104.299
1801061,Way Tenong,Way Tenong,way-tenong-1801061,1801061,9,-5.056,104.383
