id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
9430014,Awina,Awina,awina-9430014,9430014,8,-3.971,138.319
9430043,Ayumnati,Ayumnati,ayumnati-9430043,9430043,8,-4.149,138.584
9430040,Balingga,Balingga,balingga-9430040,9430040,10,-4.099,138.38
9430041,Balingga Barat,Balingga Barat,balingga-barat-9430041,9430041,7,-4.131,138.359
9430042,Bruwa,Bruwa,bruwa-9430042,9430042,5,-3.971,138.319
9430021,Buguk Gona,Buguk Gona,buguk-gona-9430021,9430021,8,-3.971,138.319
9430080,Dimba,Dimba,dimba-9430080,9430080,8,-3.875,138.503
9430090,Gamelia,Gamelia,gamelia-9430090,9430090,6,-3.885,138.631
9430013,Gelok Beam,Gelok Beam,gelok-beam-9430013,9430013,8,-3.971,138.319
9430023,Gollo,Gollo,gollo-9430023,9430023,8,-3.971,138.319
9430093,Guna,Guna,guna-9430093,9430093,5,-3.971,138.319
9430011,Gupura,Gupura,gupura-9430011,9430011,12,-3.971,138.319
9430091,Karu,Karu,karu-9430091,9430091,7,-3.852,138.667
9430081,Kelulome,Kelulome,kelulome-9430081,9430081,8,-3.902,138.534
9430012,Kolawa,Kolawa,kolawa-9430012,9430012,8,-3.971,138.319
9430050,Kuyawage,Kuyawage,kuyawage-9430050,9430050,10,-4.058,137.946
9430037,Lannyna,Lannyna,lannyna-9430037,9430037,9,-3.971,138.319
9430010,Makki,Makki,makki-9430010,9430010,12,-3.983,138.643
9430060,Malagaineri,Malagaineri,malagaineri-9430060,9430060,8,-3.939,138.207
9430061,Melagai,Melagai,melagai-9430061,9430061,6,-3.971,138.319
9430022,Milimbo,Milimbo,milimbo-9430022,9430022,8,-3.905,138.464
9430032,Mokoni,Mokoni,mokoni-9430032,9430032,8,-3.933,138.404
9430101,Muara,Muara,muara-9430101,9430101,7,-3.784,138.469
9430082,Nikogwe,Nikogwe,nikogwe-9430082,9430082,9,-3.971,138.319
9430033,Niname,Niname,niname-9430033,9430033,5,-3.971,138.319
9430031,Nogi,Nogi,nogi-9430031,9430031,6,-3.971,138.319
9430020,Pirime,Pirime,pirime-9430020,9430020,7,-4.003,138.532
9430100,Poga,Poga,poga-9430100,9430100,9,-3.784,138.502
9430030,Tiom,Tiom,tiom-9430030,9430030,10,-3.91,138.306
9430035,Tiom Ollo,Tiom Ollo,tiom-ollo-9430035,9430035,9,-3.971,138.319
9430070,Tiomneri,Tiomneri,tiomneri-9430070,9430070,7,-3.84,138.3
9430051,Wano Barat,Wano Barat,wano-barat-9430051,9430051,8,-3.971,138.319
9430071,Wereka,Wereka,wereka-9430071,9430071,6,-3.971,138.319
9430024,Wiringgabut,Wiringgabut,wiringgabut-9430024,9430024,6,-3.971,138.319
9430034,Yiginua,Yiginua,yiginua-9430034,9430034,6,-3.971,138.319
9430092,Yiluk,Yiluk,yiluk-9430092,9430092,6,-3.63,138.456
9430036,Yugunwi,Yugunwi,yugunwi-9430036,9430036,9,-3.971,138.319
