id,name.local,name.en,name.slug,code.id,children_count.district,children_count.village,geo.lat,geo.lon
7472,Kota Baubau,Baubau,baubau-7472,7472,8,43,-5.485,122.585
7406,Kabupaten Bombana,Bombana,bombana-7406,7406,22,142,-4.747,122.011
7401,Kabupaten Buton,Buton,buton-7401,7401,7,94,-4.061,121.616
7415,Kabupaten Buton Selatan,Buton Selatan,buton-selatan-7415,7415,7,69,-5.608,122.601
7414,Kabupaten Buton Tengah,Buton Tengah,buton-tengah-7414,7414,7,74,-5.316,122.532
7409,Kabupaten Buton Utara,Buton Utara,buton-utara-7409,7409,6,89,-3.512,122.111
7471,Kota Kendari,Kendari,kendari-7471,7471,11,64,-3.973,122.512
7404,Kabupaten Kolaka,Kolaka,kolaka-7404,7404,12,134,-5.496,122.84
7411,Kabupaten Kolaka Timur,Kolaka Timur,kolaka-timur-7411,7411,12,132,-4.001,121.862
7408,Kabupaten Kolaka Utara,Kolaka Utara,kolaka-utara-7408,7408,15,131,-3.49,120.888
7403,Kabupaten Konawe,Konawe,konawe-7403,7403,29,349,-4.798,122.719
7412,Kabupaten Konawe Kepulauan,Konawe Kepulauan,konawe-kepulauan-7412,7412,7,89,-4.053,122.989
7405,Kabupaten Konawe Selatan,Konawe Selatan,konawe-selatan-7405,7405,25,356,-4.332,122.281
7410,Kabupaten Konawe Utara,Konawe Utara,konawe-utara-7410,7410,13,169,-4.801,122.983
7402,Kabupaten Muna,Muna,muna-7402,7402,22,181,-3.854,122.043
7413,Kabupaten Muna Barat,Muna Barat,muna-barat-7413,7413,11,86,-4.792,122.494
7407,Kabupaten Wakatobi,Wakatobi,wakatobi-7407,7407,8,99,-5.328,23.539
