id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
1805014,Anak Ratu Aji,Anak Ratu Aji,anak-ratu-aji-1805014,1805014,6,-4.961,104.947
1805013,Anak Tuha,Anak Tuha,anak-tuha-1805013,1805013,12,-5.007,105.059
1805101,Bandar Mataram,Bandar Mataram,bandar-mataram-1805101,1805101,12,-4.637,105.549
1805131,Bandar Surabaya,Bandar Surabaya,bandar-surabaya-1805131,1805131,10,-4.694,105.751
1805030,Bangunrejo,Bangunrejo,bangunrejo-1805030,1805030,17,-5.125,105.035
1805041,Bekri,Bekri,bekri-1805041,1805041,8,-5.096,105.135
1805121,Bumi Nabung,Bumi Nabung,bumi-nabung-1805121,1805121,7,-4.672,105.55
1805042,Bumi Ratu Nuban,Bumi Ratu Nuban,bumi-ratu-nuban-1805042,1805042,10,-5.094,105.208
1805040,Gunung Sugih,Gunung Sugih,gunung-sugih-1805040,1805040,15,-4.984,105.21
1805020,Kalirejo,Kalirejo,kalirejo-1805020,1805020,17,-5.213,104.978
1805061,Kota Gajah,Kota Gajah,kota-gajah-1805061,1805061,7,-4.984,105.338
1805010,Padang Ratu,Padang Ratu,padang-ratu-1805010,1805010,15,-5.079,104.969
1805012,Pubian,Pubian,pubian-1805012,1805012,20,-5.102,104.859
1805060,Punggur,Punggur,punggur-1805060,1805060,9,-5.038,105.288
1805122,Putra Rumbia,Putra Rumbia,putra-rumbia-1805122,1805122,10,-4.832,105.591
1805120,Rumbia,Rumbia,rumbia-1805120,1805120,9,-4.767,105.574
1805011,Selagai Lingga,Selagai Lingga,selagai-lingga-1805011,1805011,14,-5.071,104.72
1805021,Sendang Agung,Sendang Agung,sendang-agung-1805021,1805021,9,-5.204,104.876
1805081,Seputih Agung,Seputih Agung,seputih-agung-1805081,1805081,10,-4.945,105.131
1805110,Seputih Banyak,Seputih Banyak,seputih-banyak-1805110,1805110,13,-4.84,105.473
1805100,Seputih Mataram,Seputih Mataram,seputih-mataram-1805100,1805100,12,-4.803,105.35
1805070,Seputih Raman,Seputih Raman,seputih-raman-1805070,1805070,14,-4.891,105.363
1805130,Seputih Surabaya,Seputih Surabaya,seputih-surabaya-1805130,1805130,13,-4.685,105.64
1805080,Terbanggi Besar,Terbanggi Besar,terbanggi-besar-1805080,1805080,10,-4.891,105.228
1805090,Terusan Nunyai,Terusan Nunyai,terusan-nunyai-1805090,1805090,7,-4.708,105.21
1805050,Trimurjo,Trimurjo,trimurjo-1805050,1805050,14,-5.12,105.255
1805082,Way Pengubuan,Way Pengubuan,way-pengubuan-1805082,1805082,8,-4.843,105.196
1805111,Way Seputih,Way Seputih,way-seputih-1805111,1805111,6,-4.789,105.453
