id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
7207011,Biau,Biau,biau-7207011,7207011,7,1.19,121.399
7207030,Bokat,Bokat,bokat-7207030,7207030,15,0.986,121.509
7207031,Bukal,Bukal,bukal-7207031,7207031,12,0.95,121.38
7207040,Bunobogu,Bunobogu,bunobogu-7207040,7207040,10,0.967,121.617
7207041,Gadung,Gadung,gadung-7207041,7207041,11,0.999,121.729
7207012,Karamat,Karamat,karamat-7207012,7207012,7,1.241,121.391
7207010,Lakea,Lakea,lakea-7207010,7207010,6,1.176,121.199
7207020,Momunu,Momunu,momunu-7207020,7207020,16,1.101,121.367
7207050,Paleleh,Paleleh,paleleh-7207050,7207050,11,0.994,122.044
7207051,Paleleh Barat,Paleleh Barat,paleleh-barat-7207051,7207051,7,1.038,121.844
7207021,Tiloan,Tiloan,tiloan-7207021,7207021,9,0.909,121.106
