id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
1671081,Alang Alang Lebar,Alang Alang Lebar,alang-alang-lebar-1671081,1671081,4,-2.942,104.705
1671041,Bukit Kecil,Bukit Kecil,bukit-kecil-1671041,1671041,6,-2.987,104.753
1671011,Gandus,Gandus,gandus-1671011,1671011,5,-3.001,104.687
1671040,Ilir Barat I,Ilir Barat I,ilir-barat-i-1671040,1671040,6,-2.967,104.688
1671010,Ilir Barat Ii,Ilir Barat Ii,ilir-barat-ii-1671010,1671010,7,-2.998,104.746
1671050,Ilir Timur I,Ilir Timur I,ilir-timur-i-1671050,1671050,11,-2.973,104.747
1671060,Ilir Timur Ii,Ilir Timur Ii,ilir-timur-ii-1671060,1671060,6,-2.959,104.789
1671062,Ilir Timur Iii,Ilir Timur Iii,ilir-timur-iii-1671062,1671062,6,-2.959,104.784
1671022,Jakabaring,Jakabaring,jakabaring-1671022,1671022,5,-3.023,104.785
1671061,Kalidoni,Kalidoni,kalidoni-1671061,1671061,5,-2.961,104.817
1671051,Kemuning,Kemuning,kemuning-1671051,1671051,6,-2.954,104.748
1671021,Kertapati,Kertapati,kertapati-1671021,1671021,6,-3.054,104.719
1671031,Plaju,Plaju,plaju-1671031,1671031,7,-3.012,104.811
1671070,Sako,Sako,sako-1671070,1671070,4,-2.922,104.782
1671020,Seberang Ulu I,Seberang Ulu I,seberang-ulu-i-1671020,1671020,5,-3.015,104.772
1671030,Seberang Ulu Ii,Seberang Ulu Ii,seberang-ulu-ii-1671030,1671030,7,-3.001,104.786
1671071,Sematang Borang,Sematang Borang,sematang-borang-1671071,1671071,4,-2.943,104.819
1671080,Sukarami,Sukarami,sukarami-1671080,1671080,7,-2.909,104.713
