id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
7503032,Buntulia,Buntulia,buntulia-7503032,7503032,7,0.702,121.983
7503051,Dengilo,Dengilo,dengilo-7503051,7503051,5,0.712,122.077
7503033,Duhiadaa,Duhiadaa,duhiadaa-7503033,7503033,8,0.476,121.904
7503020,Lemito,Lemito,lemito-7503020,7503020,8,0.685,121.575
7503030,Marisa,Marisa,marisa-7503030,7503030,8,0.471,121.962
7503050,Paguat,Paguat,paguat-7503050,7503050,11,0.498,122.052
7503031,Patilanggio,Patilanggio,patilanggio-7503031,7503031,6,0.704,121.885
7503010,Popayato,Popayato,popayato-7503010,7503010,10,0.63,121.461
7503011,Popayato Barat,Popayato Barat,popayato-barat-7503011,7503011,7,0.663,121.301
7503012,Popayato Timur,Popayato Timur,popayato-timur-7503012,7503012,7,0.654,121.501
7503040,Randangan,Randangan,randangan-7503040,7503040,13,0.511,121.788
7503041,Taluditi,Taluditi,taluditi-7503041,7503041,7,0.789,121.816
7503021,Wanggarasi,Wanggarasi,wanggarasi-7503021,7503021,7,0.682,121.704
