id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
1702041,Bermani Ulu,Bermani Ulu,bermani-ulu-1702041,1702041,12,-3.442,102.431
1702045,Bermani Ulu Raya,Bermani Ulu Raya,bermani-ulu-raya-1702045,1702045,10,-3.346,102.485
1702032,Bindu Riang,Bindu Riang,bindu-riang-1702032,1702032,5,-3.444,102.75
1702040,Curup,Curup,curup-1702040,1702040,9,-3.47,102.517
1702043,Curup Selatan,Curup Selatan,curup-selatan-1702043,1702043,11,-3.505,102.488
1702044,Curup Tengah,Curup Tengah,curup-tengah-1702044,1702044,10,-3.484,102.545
1702047,Curup Timur,Curup Timur,curup-timur-1702047,1702047,9,-3.457,102.548
1702046,Curup Utara,Curup Utara,curup-utara-1702046,1702046,14,-3.446,102.513
1702020,Kota Padang,Kota Padang,kota-padang-1702020,1702020,10,-3.488,102.948
1702030,Padang Ulak Tanding,Padang Ulak Tanding,padang-ulak-tanding-1702030,1702030,15,-3.356,102.76
1702042,Selupu Rejang,Selupu Rejang,selupu-rejang-1702042,1702042,16,-3.429,102.61
1702021,Sindang Beliti Ilir,Sindang Beliti Ilir,sindang-beliti-ilir-1702021,1702021,10,-3.472,102.892
1702033,Sindang Beliti Ulu,Sindang Beliti Ulu,sindang-beliti-ulu-1702033,1702033,9,-3.47,102.794
1702034,Sindang Dataran,Sindang Dataran,sindang-dataran-1702034,1702034,6,-3.525,102.73
1702031,Sindang Kelingi,Sindang Kelingi,sindang-kelingi-1702031,1702031,10,-3.469,102.679
