id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
5313130,Cibal,Cibal,cibal-5313130,5313130,15,-8.465,120.503
5313131,Cibal Barat,Cibal Barat,cibal-barat-5313131,5313131,9,-8.469,120.438
5313110,Langke Rembong,Langke Rembong,langke-rembong-5313110,5313110,20,-8.612,120.463
5313122,Lelak,Lelak,lelak-5313122,5313122,10,-8.629,120.315
5313123,Rahong Utara,Rahong Utara,rahong-utara-5313123,5313123,11,-8.51,120.4
5313140,Reok,Reok,reok-5313140,5313140,10,-8.326,120.432
5313141,Reok Barat,Reok Barat,reok-barat-5313141,5313141,10,-8.366,120.363
5313120,Ruteng,Ruteng,ruteng-5313120,5313120,17,-8.605,120.375
5313040,Satar Mese,Satar Mese,satar-mese-5313040,5313040,21,-8.723,120.439
5313041,Satar Mese Barat,Satar Mese Barat,satar-mese-barat-5313041,5313041,12,-8.78,120.314
5313042,Satar Mese Utara,Satar Mese Utara,satar-mese-utara-5313042,5313042,10,-8.732,120.459
5313121,Wae Rii,Wae Rii,wae-rii-5313121,5313121,16,-8.586,120.477
