id,name.local,name.en,name.slug,code.id,children_count.district,children_count.village,geo.lat,geo.lon
7303,Kabupaten Bantaeng,Bantaeng,bantaeng-7303,7303,8,66,-5.553,119.967
7310,Kabupaten Barru,Barru,barru-7310,7310,7,53,-4.846,119.56
7311,Kabupaten Bone,Bone,bone-7311,7311,27,352,-4.414,119.617
7302,Kabupaten Bulukumba,Bulukumba,bulukumba-7302,7302,10,134,-5.558,120.193
7316,Kabupaten Enrekang,Enrekang,enrekang-7316,7316,12,126,-3.588,119.77
7306,Kabupaten Gowa,Gowa,gowa-7306,7306,18,167,-5.2,119.453
7304,Kabupaten Jeneponto,Jeneponto,jeneponto-7304,7304,11,108,-5.677,119.749
7301,Kabupaten Kepulauan Selayar,Kepulauan Selayar,kepulauan-selayar-7301,7301,11,86,-6.12,120.466
7317,Kabupaten Luwu,Luwu,luwu-7317,7317,22,224,-3.395,120.366
7325,Kabupaten Luwu Timur,Luwu Timur,luwu-timur-7325,7325,11,124,-2.583,121.171
7322,Kabupaten Luwu Utara,Luwu Utara,luwu-utara-7322,7322,12,175,-2.55,120.346
7371,Kota Makassar,Makassar,makassar-7371,7371,15,148,-5.133,119.408
7308,Kabupaten Maros,Maros,maros-7308,7308,14,101,-4.539,120.309
7373,Kota Palopo,Palopo,palopo-7373,7373,9,47,-3.008,120.202
7309,Kabupaten Pangkajene Dan Kepulauan,Pangkajene Dan Kepulauan,pangkajene-dan-kepulauan-7309,7309,13,100,-5.016,119.574
7372,Kota Parepare,Parepare,parepare-7372,7372,4,20,-4.028,119.633
7315,Kabupaten Pinrang,Pinrang,pinrang-7315,7315,12,105,-3.809,119.65
7314,Kabupaten Sidenreng Rappang,Sidenreng Rappang,sidenreng-rappang-7314,7314,11,103,-3.933,119.769
7307,Kabupaten Sinjai,Sinjai,sinjai-7307,7307,9,79,-5.12,120.235
7312,Kabupaten Soppeng,Soppeng,soppeng-7312,7312,8,65,-4.364,119.898
7305,Kabupaten Takalar,Takalar,takalar-7305,7305,9,99,-5.425,119.441
7318,Kabupaten Tana Toraja,Tana Toraja,tana-toraja-7318,7318,19,159,-3.087,119.857
7326,Kabupaten Toraja Utara,Toraja Utara,toraja-utara-7326,7326,21,151,-2.974,119.895
7313,Kabupaten Wajo,Wajo,wajo-7313,7313,14,183,-4.112,120.027
