id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
1508011,Muara Tabir,Muara Tabir,muara-tabir-1508011,1508011,8,-1.728,102.586
1508030,Rimbo Bujang,Rimbo Bujang,rimbo-bujang-1508030,1508030,8,-1.333,102.138
1508032,Rimbo Ilir,Rimbo Ilir,rimbo-ilir-1508032,1508032,9,-1.393,102.276
1508031,Rimbo Ulu,Rimbo Ulu,rimbo-ulu-1508031,1508031,6,-1.289,102.002
1508042,Serai Serumpun,Serai Serumpun,serai-serumpun-1508042,1508042,8,-1.16,102.28
1508021,Sumay,Sumay,sumay-1508021,1508021,12,-1.19,102.449
1508010,Tebo Ilir,Tebo Ilir,tebo-ilir-1508010,1508010,11,-1.556,102.713
1508020,Tebo Tengah,Tebo Tengah,tebo-tengah-1508020,1508020,12,-1.375,102.505
1508040,Tebo Ulu,Tebo Ulu,tebo-ulu-1508040,1508040,17,-1.281,102.284
1508022,Tengah Ilir,Tengah Ilir,tengah-ilir-1508022,1508022,5,-1.404,102.694
1508041,Vii Koto,Vii Koto,vii-koto-1508041,1508041,10,-1.047,101.971
1508043,Vii Koto Ilir,Vii Koto Ilir,vii-koto-ilir-1508043,1508043,6,-1.05,102.13
