id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
8202042,Patani,Patani,patani-8202042,8202042,5,0.244,128.816
8202044,Patani Barat,Patani Barat,patani-barat-8202044,8202044,5,0.396,128.557
8202045,Patani Timur,Patani Timur,patani-timur-8202045,8202045,6,0.413,128.652
8202043,Patani Utara,Patani Utara,patani-utara-8202043,8202043,6,0.428,128.789
8202041,Pulau Gebe,Pulau Gebe,pulau-gebe-8202041,8202041,8,-0.082,129.468
8202030,Weda,Weda,weda-8202030,8202030,6,0.338,127.85
8202031,Weda Selatan,Weda Selatan,weda-selatan-8202031,8202031,8,0.196,127.856
8202033,Weda Tengah,Weda Tengah,weda-tengah-8202033,8202033,7,0.522,127.898
8202034,Weda Timur,Weda Timur,weda-timur-8202034,8202034,4,0.474,128.341
8202032,Weda Utara,Weda Utara,weda-utara-8202032,8202032,6,0.542,128.128
