id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
3602060,Banjarsari,Banjarsari,banjarsari-3602060,3602060,20,-6.578,105.987
3602030,Bayah,Bayah,bayah-3602030,3602030,11,-6.898,106.297
3602090,Bojongmanik,Bojongmanik,bojongmanik-3602090,3602090,9,-6.571,106.17
3602170,Cibadak,Cibadak,cibadak-3602170,3602170,15,-6.341,106.224
3602040,Cibeber,Cibeber,cibeber-3602040,3602040,22,-6.788,106.384
3602051,Cigemblong,Cigemblong,cigemblong-3602051,3602051,9,-6.75,106.179
3602021,Cihara,Cihara,cihara-3602021,3602021,9,-6.838,106.113
3602050,Cijaku,Cijaku,cijaku-3602050,3602050,10,-6.734,106.076
3602150,Cikulur,Cikulur,cikulur-3602150,3602150,13,-6.395,106.147
3602070,Cileles,Cileles,cileles-3602070,3602070,11,-6.487,106.074
3602031,Cilograng,Cilograng,cilograng-3602031,3602031,10,-6.918,106.379
3602140,Cimarga,Cimarga,cimarga-3602140,3602140,17,-6.447,106.215
3602120,Cipanas,Cipanas,cipanas-3602120,3602120,14,-6.562,106.373
3602091,Cirinten,Cirinten,cirinten-3602091,3602091,10,-6.632,106.147
3602191,Curugbitung,Curugbitung,curugbitung-3602191,3602191,10,-6.444,106.4
3602080,Gunung Kencana,Gunung Kencana,gunung-kencana-3602080,3602080,11,-6.614,106.052
3602181,Kalanganyar,Kalanganyar,kalanganyar-3602181,3602181,7,-6.384,106.233
3602121,Lebakgedong,Lebakgedong,lebakgedong-3602121,3602121,6,-6.644,106.402
3602100,Leuwidamar,Leuwidamar,leuwidamar-3602100,3602100,12,-6.586,106.212
3602190,Maja,Maja,maja-3602190,3602190,14,-6.371,106.358
3602010,Malingping,Malingping,malingping-3602010,3602010,14,-6.756,106.008
3602110,Muncang,Muncang,muncang-3602110,3602110,12,-6.553,106.304
3602020,Panggarangan,Panggarangan,panggarangan-3602020,3602020,10,-6.831,106.232
3602180,Rangkasbitung,Rangkasbitung,rangkasbitung-3602180,3602180,16,-6.362,106.301
3602130,Sajira,Sajira,sajira-3602130,3602130,15,-6.489,106.345
3602111,Sobang,Sobang,sobang-3602111,3602111,10,-6.643,106.33
3602011,Wanasalam,Wanasalam,wanasalam-3602011,3602011,13,-6.762,105.92
3602160,Warunggunung,Warunggunung,warunggunung-3602160,3602160,12,-6.327,106.173
