id,name.local,name.en,name.slug,code.id,children_count.village,geo.lat,geo.lon
3528120,Batu Marmar,Batu Marmar,batu-marmar-3528120,3528120,13,-6.956,113.483
3528030,Galis,Galis,galis-3528030,3528030,9,-7.164,113.553
3528090,Kadur,Kadur,kadur-3528090,3528090,10,-7.09,113.56
3528040,Larangan,Larangan,larangan-3528040,3528040,14,-7.119,113.553
3528020,Pademawu,Pademawu,pademawu-3528020,3528020,18,-7.191,113.517
3528100,Pakong,Pakong,pakong-3528100,3528100,9,-7.043,113.561
3528070,Palengaan,Palengaan,palengaan-3528070,3528070,11,-7.073,113.435
3528050,Pamekasan,Pamekasan,pamekasan-3528050,3528050,17,-7.155,113.473
3528130,Pasean,Pasean,pasean-3528130,3528130,9,-6.938,113.587
3528080,Pegantenan,Pegantenan,pegantenan-3528080,3528080,13,-7.045,113.477
3528060,Proppo,Proppo,proppo-3528060,3528060,26,-7.141,113.418
3528010,Tlanakan,Tlanakan,tlanakan-3528010,3528010,14,-7.192,113.43
3528110,Waru,Waru,waru-3528110,3528110,12,-6.972,113.565
