id,name.local,name.en,name.slug,code.id,zip_codes,geo.lat,geo.lon
3521090006,Bringin,Bringin,bringin-3521090006,3521090006,63285,-7.402,111.6
3521090007,Dampit,Dampit,dampit-3521090007,3521090007,63285,-7.403,111.577
3521090002,Dero,Dero,dero-3521090002,3521090002,63285,-7.421,111.562
3521090009,Gandong,Gandong,gandong-3521090009,3521090009,63285,-7.397,111.55
3521090010,Kenongorejo,Kenongorejo,kenongorejo-3521090010,3521090010,63285,-7.372,111.589
3521090003,Krompol,Krompol,krompol-3521090003,3521090003,63285,-7.421,111.58
3521090001,Lego Wetan,Lego Wetan,lego-wetan-3521090001,3521090001,63285,-7.422,111.55
3521090004,Mojo,Mojo,mojo-3521090004,3521090004,63285,-7.435,111.586
3521090005,Sumber Bening,Sumber Bening,sumber-bening-3521090005,3521090005,63285,-7.421,111.624
